In-House Name,Instances,Length,Matches TG-263,TG-263 suggestion,Reason,Structure Type,Rules
z_Parotid_L_NOS,4,15,False,,z,non-target,[]
z_Parotid_R_NOS,3,15,False,,z,non-target,[]
z_PTV66+PTV60,1,13,False,,z,target,['TBD']
z_Post Avoid30,1,14,False,,avoid,non-target,[5]
z_Post inf,1,10,False,,z,non-target,[5]
LARYNX,1,6,False,Larynx,casing,non-target,[4]
PHARCON_SUP,1,11,False,,,non-target,[]
PTV60 OPT OVERL,1,15,False,,PTV/CTV/GTV,target,['TBD']
BRACHIAL_PLEX_RT,1,16,False,,,non-target,[]
SUBMND_SALV_R,1,13,False,,,non-target,[]
SUBMND_SALV_L,1,13,False,,,non-target,[]
PHARCON_MID,1,11,False,,,non-target,[]
PHARCON_INF,1,11,False,,,non-target,[]
Avoid PTV56,1,11,False,,avoid,target,['TBD']
LIPS,1,4,False,Lips,casing,non-target,[4]
BRACHIAL_PLEX_LT,1,16,False,,,non-target,[]
z_MAN_OS_MRG_66,1,15,False,,z,non-target,[]
z_AV_MID_INF,3,12,False,,z,non-target,[]
z_MANDI_OS_70,3,13,False,,z,non-target,[]
z_AV_MIDDLE_HIGH,3,16,False,,z,non-target,[]
z_Avoid_middle,1,14,False,,avoid,non-target,[]
TB,1,2,False,,,non-target,[]
CTVTB,2,5,False,,PTV/CTV/GTV,target,['TBD']
PTV70 Brach plex,1,16,False,,PTV/CTV/GTV,target,['TBD']
POST_AVOID_30Gy,1,15,False,,avoid,non-target,[]
PTV70_BP_OS,1,11,False,,PTV/CTV/GTV,target,['TBD']
MOD1_CTVTB,1,10,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV70_BRACH,1,16,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV70_OS,1,13,False,,PTV/CTV/GTV,target,['TBD']
CTV_6000_primary,1,16,False,,PTV/CTV/GTV,target,['TBD']
GTVpre chemo,2,12,False,,PTV/CTV/GTV,target,['TBD']
z_remove66-1,1,12,False,,z,non-target,[]
z_remove57,1,10,False,,z,non-target,[]
z_Dose 53.2[Gy]1,1,16,False,,z,non-target,[5]
z_remove80,1,10,False,,z,non-target,[]
z_remove50-1,1,12,False,,z,non-target,[]
z_remove57-1,1,12,False,,z,non-target,[]
z_remove66-2,1,12,False,,z,non-target,[]
z_Dose 47.5[Gy],5,15,False,,z,non-target,[5]
z_Dose 107[%]-2,4,15,False,,z,non-target,[5]
z_remove6,4,9,False,,z,non-target,[]
Brain1,1,6,False,,,non-target,[]
Eye_R1,1,6,False,,,non-target,[]
zPTV6240+PTV5600,1,16,False,,PTV/CTV/GTV,target,['TBD']
z_Avoid_5120,1,12,False,,avoid,non-target,[]
z_Ring_5120,1,11,False,,z,non-target,[]
z_Ring_6240,1,11,False,,z,non-target,[]
Brainstem1,1,10,False,,,non-target,[]
CTV_6240,1,8,False,,PTV/CTV/GTV,target,['TBD']
Eye_L1,1,6,False,,,non-target,[]
CTV_5120,1,8,False,,PTV/CTV/GTV,target,['TBD']
PTV_6240-05,1,11,False,,PTV/CTV/GTV,target,['TBD']
PTV!_5120-05,1,12,False,,PTV/CTV/GTV,target,['TBD']
Z_REMOVE 62,1,11,False,,z,non-target,[5]
z_BP_L_OS_MR_60,3,15,False,,z,non-target,[]
z_BP_R_OS_MR_60,3,15,False,,z,non-target,[]
z_MAN_0S_MRG_70,1,15,False,,z,non-target,[]
z_AVOID_POST_BS,1,15,False,,avoid,non-target,[]
z_BRAIN_OS_MR_70,1,16,False,,z,non-target,[]
z_BP_L_CLOSE,1,12,False,,z,non-target,[]
z_BP_R_CLOSE,1,12,False,,z,non-target,[]
z_COVER66.5-1,1,13,False,,z,non-target,[]
Skin_5mm,2,8,False,,,non-target,[]
Skin_3mm,2,8,False,,,non-target,[]
CTV_6000-05,1,11,False,,PTV/CTV/GTV,target,['TBD']
CTVp_5600,4,9,False,,PTV/CTV/GTV,target,['TBD']
Bilateral-LN,1,12,False,,,non-target,[]
CTVn_5600,1,9,False,,PTV/CTV/GTV,target,['TBD']
z_Remove 35,1,11,False,,z,non-target,[5]
z_Remove61.6-4,1,14,False,,z,non-target,[]
z_Remove61.6,3,12,False,,z,non-target,[]
z_Avoid_40again,1,15,False,,avoid,non-target,[]
z_Avoid_40,1,10,False,,avoid,non-target,[]
zPTV70+60+63,1,12,False,,PTV/CTV/GTV,target,['TBD']
z_PTV63+70,1,10,False,,z,target,['TBD']
z_bonemand_OS,4,13,False,,z,non-target,[]
z_lips+0.2,5,10,False,,z,non-target,[]
z_Avoid_56-61.6,3,15,False,,avoid,non-target,[]
z_Avoid_60-66,1,13,False,,avoid,non-target,[]
M2_PTV!_6300-05,2,15,False,,PTV/CTV/GTV,target,['TBD']
z_BP_L_OS_70_MRG,1,16,False,,z,non-target,[]
z_BP_R_OS_70_MRG,1,16,False,,z,non-target,[]
z_MAND_OS_70_MRG,8,16,False,,z,non-target,[]
z_Larynx!,1,9,False,,z,non-target,[]
PTV!_5100,6,9,False,,PTV/CTV/GTV,target,['TBD']
z_Dose 30[Gy],1,13,False,,z,non-target,[5]
z_remove59.4,1,12,False,,z,non-target,[]
NS_Control,1,10,False,,,non-target,[]
opticchiasmPRV,1,14,False,,,non-target,[]
optinnrvL PRV,1,13,False,,,non-target,[5]
optc nrv R PRV,1,14,False,,,non-target,[5]
z_Remove45gy,1,12,False,,z,non-target,[]
z_remove35,1,10,False,,z,non-target,[]
z_MANDBLE_OS_MRG,4,16,False,,z,non-target,[]
z_REMOVE63.0-1,6,14,False,,z,non-target,[]
z_REMOVE63.0-2,2,14,False,,z,non-target,[]
z_PTV!5600orig,1,14,False,,z,target,['TBD']
z_PTV5600_opt,1,13,False,,z,target,['TBD']
z_Lips,1,6,False,,z,non-target,[]
CTV_6000_FINAL,1,14,False,,PTV/CTV/GTV,target,['TBD']
z_PTV_Eval_5400,1,15,False,,z,target,['TBD']
z_Lips+1mm,1,10,False,,z,non-target,[]
z_LipsOS,1,8,False,,z,non-target,[]
z_temp lips,1,11,False,,z,non-target,[5]
z_temp larynx,1,13,False,,z,non-target,[5]
z_PTV+lips,1,10,False,,z,target,['TBD']
z_Avoid45,1,9,False,,avoid,non-target,[]
z_Ring_60,2,9,False,,z,non-target,[]
z_Ring_51,1,9,False,,z,non-target,[]
z_PTV54+PTV60,1,13,False,,z,target,['TBD']
z_avoid51,1,9,False,,avoid,non-target,[]
z_avoid54,1,9,False,,avoid,non-target,[]
z_Ring54,1,8,False,,z,non-target,[]
Oral_cavity-PTV,1,15,False,,PTV/CTV/GTV,target,['TBD']
z_avoid30,4,9,False,,avoid,non-target,[]
z_cover51,2,9,False,,z,non-target,[]
z_rem50 lips,1,12,False,,z,non-target,[5]
z_cover60Eval,1,13,False,,z,non-target,[]
z_rem62.5,1,9,False,,z,non-target,[]
z_rem51,1,7,False,,z,non-target,[]
z_rem48Lparo,1,12,False,,z,non-target,[]
z_M1P1 Ring 60,1,14,False,,z,non-target,[5]
z_M1P1 Ring 51,1,14,False,,z,non-target,[5]
M1P1_PTV_Eval_60,1,16,False,,PTV/CTV/GTV,target,['TBD']
M1P1_PTV!_5100,1,14,False,,PTV/CTV/GTV,target,['TBD']
z_MOD COVER60,1,13,False,,z,non-target,[5]
z_mod rem 56.1,1,14,False,,z,non-target,[5]
z_MOD45OUT,1,10,False,,z,non-target,[]
M1P1 SpinalCord~,1,16,False,,,non-target,[5]
M1P1SpCord~_PRV5,1,16,False,,,non-target,[]
z_MOD rem57,1,11,False,,z,non-target,[5]
PTV_Rtneck,1,10,False,,PTV/CTV/GTV,target,['TBD']
CTV_RTneck,1,10,False,,PTV/CTV/GTV,target,['TBD']
CTV_submental,1,13,False,,PTV/CTV/GTV,target,['TBD']
PTV_Submental,1,13,False,,PTV/CTV/GTV,target,['TBD']
PTV_3500-05^Subm,1,16,False,,PTV/CTV/GTV,target,['TBD']
PTV_3500-05^RtNe,1,16,False,,PTV/CTV/GTV,target,['TBD']
z_ESO_LEV_N,2,11,False,,z,non-target,[]
z_RING_S,2,8,False,,z,non-target,[]
z_RING105_S,2,11,False,,z,non-target,[]
z_RING_N,2,8,False,,z,non-target,[]
z_RING105_N,2,11,False,,z,non-target,[]
z_LARYNX_LEV_N,2,14,False,,z,non-target,[]
z_LUNG_RT_LEV_N,2,15,False,,z,non-target,[]
z_REMOVE8.75-1,2,14,False,,z,non-target,[]
z_REMOVE10.0-1,1,14,False,,z,non-target,[]
CTV^RTneck,1,10,False,,PTV/CTV/GTV,target,['TBD']
CTV^submental,1,13,False,,PTV/CTV/GTV,target,['TBD']
PTV^Rtneck-05,1,13,False,,PTV/CTV/GTV,target,['TBD']
PTV^Submen-05,1,13,False,,PTV/CTV/GTV,target,['TBD']
z_ORALCAV_NOS_S,1,15,False,,z,non-target,[]
z_LARYNX_LEV_S,1,14,False,,z,non-target,[]
z_REMOVE8.75-2,1,14,False,,z,non-target,[]
POST AVOID 1,5,12,False,,avoid,non-target,[5]
POST NECK,1,9,False,,,non-target,[5]
POST NECK 1,1,11,False,,,non-target,[5]
AVOID 65.7GY,1,12,False,,avoid,non-target,[5]
z_Dose 106[%]-2,1,15,False,,z,non-target,[5]
Shoulder_L,1,10,False,,,non-target,[]
z_Remove61,3,10,False,,z,non-target,[]
z_avoid middle,1,14,False,,avoid,non-target,[5]
AVOID 56gy,1,10,False,,avoid,non-target,[5]
Dose 76.4Gy,1,11,False,,,non-target,[5]
MIDDLE 56,3,9,False,,,non-target,[5]
MIDDLE 45,2,9,False,,,non-target,[5]
CTV 7000n,1,9,False,,PTV/CTV/GTV,target,['TBD']
CTV-7000,1,8,False,,PTV/CTV/GTV,target,['TBD']
CTV_6000n,1,9,False,,PTV/CTV/GTV,target,['TBD']
Z_PTV70_SUP,1,11,False,,z,target,['TBD']
z_PTV SUP_OPT,1,13,False,,z,target,['TBD']
Z_PTV+OPTIC,1,11,False,,z,target,['TBD']
z_PTV60_INF,1,11,False,,z,target,['TBD']
Z_PTV60_SUP,1,11,False,,z,target,['TBD']
Z_PTV60_OPT,1,11,False,,z,target,['TBD']
Z_PTV60+OPTIC,1,13,False,,z,target,['TBD']
CTV 56,2,6,False,,PTV/CTV/GTV,target,['TBD']
ctv L,2,5,False,,,target,['TBD']
PTV 60_ 5MM,2,11,False,,PTV/CTV/GTV,target,['TBD']
PTV 56_ 5MM,2,11,False,,PTV/CTV/GTV,target,['TBD']
RING1,2,5,False,,,non-target,[]
RING2,2,5,False,,,non-target,[]
Parotid_L_OPT,2,13,False,,,non-target,[]
Parotid_R_OPT,2,13,False,,,non-target,[]
ESOPHAGUS_OPT,1,13,False,,,non-target,[]
BRECHEA_L_OPT,2,13,False,,,non-target,[]
BRECHEA_R_OPT,2,13,False,,,non-target,[]
PTV56_OPT,2,9,False,,PTV/CTV/GTV,target,['TBD']
Dose 65[Gy],1,11,False,,,non-target,[5]
MOD1_PTV 56_ 5MM,1,16,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV 60_ 5MM,1,16,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV56_opt,1,14,False,,PTV/CTV/GTV,target,['TBD']
pharang_sup_opt,1,15,False,,,non-target,[]
64.8,1,4,False,,,non-target,[]
RING70,2,6,False,,,non-target,[]
MIDDEL AVOID,2,12,False,,avoid,non-target,[5]
Eosophagus_NOS,2,14,False,,nos,non-target,[]
Mandibule_NOS,2,13,False,,nos,non-target,[]
PAROTID_ L_NOS,2,14,False,,nos,non-target,[5]
Oral_cavity_NOS,2,15,False,,nos,non-target,[]
CTV56 AUG5,1,10,False,,PTV/CTV/GTV,target,['TBD']
CTV60 AUG5,1,10,False,,PTV/CTV/GTV,target,['TBD']
CTV70 AUG5,1,10,False,,PTV/CTV/GTV,target,['TBD']
GTV AUG5,1,8,False,,PTV/CTV/GTV,target,['TBD']
PTV ALL AUG5,1,12,False,,PTV/CTV/GTV,target,['TBD']
PTV56 AUG5,1,10,False,,PTV/CTV/GTV,target,['TBD']
PTV60 AUG5,1,10,False,,PTV/CTV/GTV,target,['TBD']
PTV70 AUG5,1,10,False,,PTV/CTV/GTV,target,['TBD']
PTV70+60 AUG5,1,13,False,,PTV/CTV/GTV,target,['TBD']
Avoid 56,1,8,False,,avoid,non-target,[5]
Density Overide,1,15,False,,,non-target,[5]
MOD1_PTV+Mandib,1,15,False,,PTV/CTV/GTV,target,['TBD']
LARYNX_GLOTTIC,1,14,False,,,non-target,[]
Globe_R,1,7,False,,,non-target,[]
Globe_L,1,7,False,,,non-target,[]
BRACHIALPLEXS,1,13,False,BrachialPlexs,casing,non-target,[4]
BRSTEM,1,6,False,,,non-target,[]
BRSTEM_PRV,1,10,False,,,non-target,[]
CONSTRICTOR_MUSC,1,16,False,,,non-target,[]
CORD,1,4,False,SpinalCord,,non-target,[]
CORD_PRV,1,8,False,SpinalCord_PRV,,non-target,[]
NON-PTV,1,7,False,,PTV/CTV/GTV,target,['TBD']
OPTIC,1,5,False,OpticChiasm,,non-target,[]
PAROTIDS,1,8,False,Parotids,casing,non-target,[4]
z_constri-PTVs,1,14,False,,z,target,['TBD']
z_mandible-PTV70,1,16,False,,z,target,['TBD']
z_COVER60.0-1,7,13,False,,z,non-target,[]
z_MAND_OS_MRG_60,6,16,False,,z,non-target,[]
z_COVER60.0-2,1,13,False,,z,non-target,[]
z_ShoulderL,1,11,False,,z,non-target,[]
PTV_4000-05,1,11,False,,PTV/CTV/GTV,target,['TBD']
PTV_Eval_4000,1,13,False,,PTV/CTV/GTV,target,['TBD']
z_RParotid NOS,1,14,False,,z,non-target,[5]
z_Larynx NOS,1,12,False,,z,non-target,[5]
z_Shoulder_L,1,12,False,,z,non-target,[]
z_PTVoptics,2,11,False,,z,target,['TBD']
z_Avoid_61.1,2,12,False,,avoid,non-target,[]
z_Cut_40,2,8,False,,z,non-target,[]
M1_CTV-7000,2,11,False,,PTV/CTV/GTV,target,['TBD']
z_BP_R_OS_MRG_70,9,16,False,,z,non-target,[]
z_MDBL_OS_70_MRG,2,16,False,,z,non-target,[]
z_MIDDLEAV_INF,2,14,False,,z,non-target,[]
z_BRAIN_OS_MRG,2,14,False,,z,non-target,[]
Submandibular_L,4,15,False,,,non-target,[]
z_Cavity_Oral,2,13,False,,z,non-target,[]
BrainStem_PRV05,3,15,False,,,non-target,[]
z_Cavity_Ora-PTV,2,16,False,,z,target,['TBD']
z_Avoid_6000-2,2,14,False,,avoid,non-target,[]
z_PTV_6000,2,10,False,,z,target,['TBD']
NS_NormalTissue,3,15,False,,,non-target,[]
Unspec Tissue,2,13,False,,,non-target,[5]
z_Remove 6.3,1,12,False,,z,non-target,[5]
z_Remove59,1,10,False,,z,non-target,[]
z_Remove 5.7,1,12,False,,z,non-target,[5]
z_Remove 48,1,11,False,,z,non-target,[5]
z_Ring_5400 1,1,13,False,,z,non-target,[5]
z_Ring_6600-1,1,13,False,,z,non-target,[]
z_25Gy_C1,1,9,False,,z,non-target,[]
z_AVOID_RT,2,10,False,,avoid,non-target,[]
z_BP_RT_PUSH,1,12,False,,z,non-target,[]
z_BP_OS_60_PUSH,1,15,False,,z,non-target,[]
z_30[Gy]_C1,1,11,False,,z,non-target,[]
z_40[Gy]_C1,1,11,False,,z,non-target,[]
z_50[Gy]_C1,1,11,False,,z,non-target,[]
z_BP_R_MRG_INF,1,14,False,,z,non-target,[]
z_LESS_BP,1,9,False,,z,non-target,[]
z_INF_BP_REMOVE,1,15,False,,z,non-target,[]
z_COOL_SUM,1,10,False,,z,non-target,[]
z_REMOVE30.0-1,2,14,False,,z,non-target,[]
M1_PTV_Eval_6000,3,16,False,,PTV/CTV/GTV,target,['TBD']
M1_PTV_Eval_5600,1,16,False,,PTV/CTV/GTV,target,['TBD']
z_REMOVE_SLICE,1,14,False,,z,non-target,[]
z_Dose 80[Gy],1,13,False,,z,non-target,[5]
PTVp_7000,3,9,False,,PTV/CTV/GTV,target,['TBD']
CTVn_R_5600,2,11,False,,PTV/CTV/GTV,target,['TBD']
CTVn_2R_7000,1,12,False,,PTV/CTV/GTV,target,['TBD']
PTVn_2R_7000-05,1,15,False,,PTV/CTV/GTV,target,['TBD']
z_Dose 50[%]2011,1,16,False,,z,non-target,[5]
CTVP_6000,1,9,False,,PTV/CTV/GTV,target,['TBD']
Z_Dose 74.8[Gy],1,15,False,,z,non-target,[5]
z_Dose 74.4[Gy],2,15,False,,z,non-target,[5]
Avoid57,3,7,False,,avoid,non-target,[]
Avoid58,3,7,False,,avoid,non-target,[]
Body_CBCT17Feb17,1,16,False,,,non-target,[]
ring,1,4,False,,,non-target,[]
avoid 54,1,8,False,,avoid,non-target,[5]
z_Avoid_LT,1,10,False,,avoid,non-target,[]
Dose 71.5[Gy],1,13,False,,,non-target,[5]
Dose 73[Gy],1,11,False,,,non-target,[5]
MOD1_PTV66+60,1,13,False,,PTV/CTV/GTV,target,['TBD']
Dose 70.62[Gy],1,14,False,,,non-target,[5]
GTVn63,1,6,False,,PTV/CTV/GTV,target,['TBD']
z_Ring63,1,8,False,,z,non-target,[]
z_temp-optics,3,13,False,,z,non-target,[]
z_PTV+optics,3,12,False,,z,target,['TBD']
BODY_OLD,1,8,False,,,non-target,[]
temp,2,4,False,Bone_Temporal,,non-target,[]
Mandible_NOS,1,12,False,,nos,non-target,[]
Cochlea_L NOS,1,13,False,,nos,non-target,[5]
Dose 76.7[Gy],1,13,False,,,non-target,[5]
HARDWARE,3,8,False,,,non-target,[]
Avoid 40Gy,1,10,False,,avoid,non-target,[5]
Avoid 35Gy,1,10,False,,avoid,non-target,[5]
BODY_CTSIM,2,10,False,,,non-target,[]
BODY_CBCT14JUN,1,14,False,,,non-target,[]
TEMP,1,4,False,Bone_Temporal,,non-target,[]
MANDIBLE HARDWAR,3,16,False,,,non-target,[5]
Avoid55Gy,4,9,False,,avoid,non-target,[]
Avoid56Gy,3,9,False,,avoid,non-target,[]
Lens_L_PRV,3,10,False,,,non-target,[]
PTV60_Crop,3,10,False,,PTV/CTV/GTV,target,['TBD']
OPTIC OVERL,2,11,False,,,non-target,[5]
OPTIC_APP,3,9,False,,,non-target,[]
Avoid50Gy,1,9,False,,avoid,non-target,[]
CBCT_body,1,9,False,,,non-target,[]
CT_body,1,7,False,,,non-target,[]
BODY_CBCT15JUN,1,14,False,,,non-target,[]
Body_CBCT7Jul,1,13,False,,,non-target,[]
Body_CTMod,1,10,False,,,non-target,[]
Brainstem_PRV,2,13,True,,,non-target,[]
Temp_Lobe_R,2,11,False,,,non-target,[]
Temp_Lobe_L,2,11,False,,,non-target,[]
MOD1_GTVn_L,1,11,False,,PTV/CTV/GTV,target,['TBD']
MOD1_GTVn_R,1,11,False,,PTV/CTV/GTV,target,['TBD']
MOD1_GTVp,1,9,False,,PTV/CTV/GTV,target,['TBD']
GTVn+p,1,6,False,,PTV/CTV/GTV,target,['TBD']
Optic-Apparatus,1,15,False,,,non-target,[]
Optic_PRV,1,9,False,,,non-target,[]
Density_override,2,16,False,,,non-target,[]
PTV_6000-08,2,11,False,,PTV/CTV/GTV,target,['TBD']
PTV_6600-08,2,11,False,,PTV/CTV/GTV,target,['TBD']
NonPTV6000,2,10,False,,PTV/CTV/GTV,target,['TBD']
Ring_Avoid,2,10,False,,avoid,non-target,[]
Avoid_Midline,2,13,False,,avoid,non-target,[]
Body_CBCT2Aug17,1,15,False,,,non-target,[]
Body_CT6Jun17,1,13,False,,,non-target,[]
Avoid62Gy,2,9,False,,avoid,non-target,[]
PTV60+PTV66,1,11,False,,PTV/CTV/GTV,target,['TBD']
zMo_CTV_6600,1,12,False,,PTV/CTV/GTV,target,['TBD']
zMo_CTV_ENE,1,11,False,,PTV/CTV/GTV,target,['TBD']
z_avoid 1,1,9,False,,avoid,non-target,[5]
z_Remove59.4,3,12,False,,z,non-target,[]
z_Dose 69.9[Gy],1,15,False,,z,non-target,[5]
z_Avoid_ 5400,1,13,False,,avoid,non-target,[5]
z_Remove 59.4,1,13,False,,z,non-target,[5]
z_Ring_ 5400,1,12,False,,z,non-target,[5]
z_m1 Ring_6600,1,14,False,,z,non-target,[5]
zPTV66+PTV60,1,12,False,,PTV/CTV/GTV,target,['TBD']
z_Dose 70[Gy],1,13,False,,z,non-target,[5]
Avoid59Gy,1,9,False,,avoid,non-target,[]
Joint_TM_L,8,10,True,,,non-target,[]
Joint_TM_R,8,10,True,,,non-target,[]
Larynx_SG,9,9,True,,,non-target,[]
z_Avoid_Post Nec,2,16,False,,avoid,non-target,[5]
z_Larynx_SG_NOS,1,15,False,,z,non-target,[]
z_DensityOver,2,13,False,,z,non-target,[]
External.,2,9,False,Ear_External_L,,non-target,[]
CTV70 NODES,2,11,False,,PTV/CTV/GTV,target,['TBD']
PTV70NODES,1,10,False,,PTV/CTV/GTV,target,['TBD']
Optic PTV Ovlp,2,14,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV60_OPT,1,14,False,,PTV/CTV/GTV,target,['TBD']
MOD1PTV70+60_OPT,1,16,False,,PTV/CTV/GTV,target,['TBD']
z_LIPS_OS_MRG_66,6,16,False,,z,non-target,[]
z_BRAIN_OS_MR_66,1,16,False,,z,non-target,[]
z_PTV66+BRAIN,1,13,False,,z,target,['TBD']
PTV_Eval_6600-05,3,16,False,,PTV/CTV/GTV,target,['TBD']
z_Avoid_Post_SHO,1,16,False,,avoid,non-target,[]
z_Avoid_Post NEC,1,16,False,,avoid,non-target,[5]
zGTVp_Resident,1,14,False,,PTV/CTV/GTV,target,['TBD']
GTVp GS,1,7,False,,PTV/CTV/GTV,target,['TBD']
Density_OVERIDE,1,15,False,,,non-target,[]
AVOID_40Gy,1,10,False,,avoid,non-target,[]
SHOULDERS_AVOID,3,15,False,,avoid,non-target,[]
middle avoid-1,3,14,False,,avoid,non-target,[5]
Body_CTsim,2,10,False,,,non-target,[]
PlanAdaptDensity,1,16,False,,,non-target,[]
Density_overide,1,15,False,,,non-target,[]
OpticAppartus,2,13,False,,,non-target,[]
Avoid 60Gy,1,10,False,,avoid,non-target,[5]
MOD1_PTV66_OPT,1,14,False,,PTV/CTV/GTV,target,['TBD']
Avoid 45Gy,1,10,False,,avoid,non-target,[5]
Avoid 66Gy,1,10,False,,avoid,non-target,[5]
PTV66_OPT,1,9,False,,PTV/CTV/GTV,target,['TBD']
Submandibular_R,1,15,False,,,non-target,[]
Optic-Struc_PRV3,1,16,False,,,non-target,[]
Optic-Structures,1,16,False,,,non-target,[]
Prosthesis~,1,11,False,Prosthesis,SB OK,non-target,[]
Cochlea,1,7,True,,,non-target,[]
Level_I-III_R,1,13,False,,,non-target,[]
Level_I-III_L,1,13,False,,,non-target,[]
Level_Ia,3,8,False,,,non-target,[]
tumor_bed,1,9,False,,,non-target,[]
rotundum,1,8,False,,,non-target,[]
Body-PTVs,1,9,False,,PTV/CTV/GTV,target,['TBD']
unspecifiedtissu,1,16,False,,,non-target,[]
z_avoid45,3,9,False,,avoid,non-target,[]
z_brplx_R_NOS,1,13,False,,z,non-target,[]
z_brplx_L_NOS,1,13,False,,z,non-target,[]
CTV70 5 mm,2,10,False,,PTV/CTV/GTV,target,['TBD']
Post_avoid2,1,11,False,,avoid,non-target,[]
opt_avoid,2,9,False,,avoid,non-target,[]
z_Ring105,7,9,False,,z,non-target,[]
z_LIPS_OS_MRG,12,13,False,,z,non-target,[]
PTV 70+60,2,9,False,,PTV/CTV/GTV,target,['TBD']
z_postneck avoid,2,16,False,,avoid,non-target,[5]
z_post avoid inf,2,16,False,,avoid,non-target,[5]
z_middle avoid,2,14,False,,avoid,non-target,[5]
z_ring70,2,8,False,,z,non-target,[]
z_ring60,2,8,False,,z,non-target,[]
z_OralCavityNos,2,15,False,,z,non-target,[]
z_Parotid_L_Nos,2,15,False,,z,non-target,[]
z_Parotid_R_Nos,2,15,False,,z,non-target,[]
z_Mandible Nos,2,14,False,,z,non-target,[5]
z_Dose 61.6[Gy],2,15,False,,z,non-target,[5]
z_remove 50%,4,12,False,,z,non-target,[5]
z_remove 66.5,3,13,False,,z,non-target,[5]
z_PlanAdap_Den1,2,15,False,,z,non-target,[]
z_Mandible NOS.,1,15,False,,z,non-target,[5]
z_remove 53.2,1,13,False,,z,non-target,[5]
Normal1,1,7,False,,,non-target,[]
DENSITYOVERRIDE,1,15,False,,,non-target,[]
CTV6600,1,7,False,,PTV/CTV/GTV,target,['TBD']
CTV5600,1,7,False,,PTV/CTV/GTV,target,['TBD']
PTV6600,1,7,False,,PTV/CTV/GTV,target,['TBD']
PTV5600,1,7,False,,PTV/CTV/GTV,target,['TBD']
SHOULDER,1,8,False,,,non-target,[]
RING avoid,2,10,False,,avoid,non-target,[5]
Body_CT,1,7,False,,,non-target,[]
z_Density over,1,14,False,,z,non-target,[5]
z_Ring_700,1,10,False,,z,non-target,[]
z_BP_OS_RT,2,10,False,,z,non-target,[]
z_BP_OS_LT,2,10,False,,z,non-target,[]
z_remove 80%,2,12,False,,z,non-target,[5]
z_remove33,2,10,False,,z,non-target,[]
z_remove 80-2,2,13,False,,z,non-target,[5]
z_Avoid 60,2,10,False,,avoid,non-target,[5]
z_post avoid 2,2,14,False,,avoid,non-target,[5]
z_lips 25 out,1,13,False,,z,non-target,[5]
z_Avoid_63-69.3,1,15,False,,avoid,non-target,[]
z_pacemaker+1cm,2,15,False,,z,non-target,[]
z_ 69.3[Gy]out,1,14,False,,z,non-target,[5]
z_ 95[%],1,8,False,,z,non-target,[5]
z_ 95[%]2,1,9,False,,z,non-target,[5]
z_rem4gy,1,8,False,,z,non-target,[]
z_59.85 middle,1,14,False,,z,non-target,[5]
ptv70+0.3,1,9,False,,,target,['TBD']
z_bracplx,1,9,False,,z,non-target,[]
z_66.5[Gy],1,10,False,,z,non-target,[]
z_remove95,1,10,False,,z,non-target,[]
z_rem63avoid mid,1,16,False,,avoid,non-target,[5]
z_bracp 61.6[Gy],1,16,False,,z,non-target,[5]
z_MAND_nos,1,10,False,,z,non-target,[]
z_ring avoid,3,12,False,,avoid,non-target,[5]
z_shoulder,1,10,False,,z,non-target,[]
z_midline avoid,3,15,False,,avoid,non-target,[5]
Dose 63[Gy],1,11,False,,,non-target,[5]
z_densityoveride,2,16,False,,z,non-target,[]
z_oral cavity-pt,2,16,False,,z,non-target,[5]
z_avoid 53.2gy,1,14,False,,avoid,non-target,[5]
z_Parotid_lt nos,2,16,False,,z,non-target,[5]
z_Parotid_rt nos,2,16,False,,z,non-target,[5]
Dose 35[Gy],1,11,False,,,non-target,[5]
z_Remove 61.6,1,13,False,,z,non-target,[5]
z_Ring6000,1,10,False,,z,non-target,[]
z_Ring5400,1,10,False,,z,non-target,[]
z_Avoid5400,2,11,False,,avoid,non-target,[]
z_Gradient,1,10,False,,z,non-target,[]
z_Normal1,1,9,False,,z,non-target,[]
z_Dose 108.5[%],1,15,False,,z,non-target,[5]
z_Dose 108.5[%]2,1,16,False,,z,non-target,[5]
z_Fill100,1,9,False,,z,non-target,[]
z_CTV_6000,4,10,False,,z,target,['TBD']
z_Post Avoid,1,12,False,,avoid,non-target,[5]
z_Avoid 5600,1,12,False,,avoid,non-target,[5]
z_Avoid 6000,1,12,False,,avoid,non-target,[5]
z_PTV6600+PTV600,1,16,False,,z,target,['TBD']
z_Remove 53.2,1,13,False,,z,non-target,[5]
avoid 53.2gy,1,12,False,,avoid,non-target,[5]
avoid 66gy,1,10,False,,avoid,non-target,[5]
z-avoid 45gy,1,12,False,,avoid,non-target,[5]
oral cavity-ptv,1,15,False,,,target,['TBD']
z_density overid,1,16,False,,z,non-target,[5]
z_PTV ALL,1,9,False,,z,target,['TBD']
z_M1PTV_Eval_56,3,15,False,,z,target,['TBD']
z_Avoid_Post1,4,13,False,,avoid,non-target,[]
z_AvoidPost-2,4,13,False,,avoid,non-target,[]
