In-House Name,Instances,Length,Matches TG-263,TG-263 suggestion,Reason,Structure Type,Rules
z_mod 108[%],1,12,False,,z,non-target,[5]
z_105outmod1,1,12,False,,z,non-target,[]
z_mod2107[%],1,12,False,,z,non-target,[]
z_107mod3,1,9,False,,z,non-target,[]
z_108 mod5,1,10,False,,z,non-target,[5]
z_80% out mod5.4,1,16,False,,z,non-target,[5]
z_lens modout2Gy,1,16,False,,z,non-target,[5]
z_Eye_Lout,1,10,False,,z,non-target,[]
M1_PTV_EVAL_7000,1,16,False,,PTV/CTV/GTV,target,['TBD']
PTV!_6303,5,9,False,,PTV/CTV/GTV,target,['TBD']
CTV_6303,4,8,False,,PTV/CTV/GTV,target,['TBD']
Tongue Depressor,5,16,False,,,non-target,[5]
z_Avoid_6303,5,12,False,,avoid,non-target,[]
z_Ring_6303,5,11,False,,z,non-target,[]
zPTV6600+PTV6303,5,16,False,,PTV/CTV/GTV,target,['TBD']
z_Dose 52.8[Gy],6,15,False,,z,non-target,[5]
z_Dose 33[Gy],4,13,False,,z,non-target,[5]
z_Air_phys,1,10,False,,z,non-target,[]
z_AirPTV_phys,1,13,False,,z,target,['TBD']
z_BodyCBCT,1,10,False,,z,non-target,[]
M1_CTV_6303,1,11,False,,PTV/CTV/GTV,target,['TBD']
M1_PTV!_6303,1,12,False,,PTV/CTV/GTV,target,['TBD']
M1_PTV_6600,5,11,False,,PTV/CTV/GTV,target,['TBD']
z_PTV_MOD_6600,1,14,False,,z,target,['TBD']
z_PTV_MOD_6303,1,14,False,,z,target,['TBD']
z_PTV_MOD_5610,1,14,False,,z,target,['TBD']
z_D50%,1,6,False,,z,non-target,[]
z_CTV_6600,4,10,False,,z,target,['TBD']
z_CTV_6603,1,10,False,,z,target,['TBD']
z_CTV_5600,2,10,False,,z,target,['TBD']
PTV_6000_04,2,11,False,,PTV/CTV/GTV,target,['TBD']
CTV_6000_nerve,2,14,False,,PTV/CTV/GTV,target,['TBD']
CTV_60001ary,2,12,False,,PTV/CTV/GTV,target,['TBD']
z_CTV_MO,2,8,False,,z,target,['TBD']
z_mandibule nos,2,15,False,,z,non-target,[5]
z_Dose 64[Gy],3,13,False,,z,non-target,[5]
z_Dose 63.3[Gy],3,15,False,,z,non-target,[5]
M1_PTV_6000_04,1,14,False,,PTV/CTV/GTV,target,['TBD']
z_Dose 63.4[Gy],3,15,False,,z,non-target,[5]
z_brain_nos,1,11,False,,z,non-target,[]
z_,1,2,False,,z,non-target,[]
z_Normal2,2,9,False,,z,non-target,[]
z_Normal3,2,9,False,,z,non-target,[]
z_cover,3,7,False,,z,non-target,[]
PTV70+PTV64+PTV6,1,16,False,,PTV/CTV/GTV,target,['TBD']
CTV64,1,5,False,,PTV/CTV/GTV,target,['TBD']
PTV64,1,5,False,,PTV/CTV/GTV,target,['TBD']
GTV64,1,5,False,,PTV/CTV/GTV,target,['TBD']
DENSITY OVERIDE,7,15,False,,,non-target,[5]
PTV!_5280,5,9,False,,PTV/CTV/GTV,target,['TBD']
CTV_5280,5,8,False,,PTV/CTV/GTV,target,['TBD']
zPTV6600+PTV5610,1,16,False,,PTV/CTV/GTV,target,['TBD']
z_Ring_5280,5,11,False,,z,non-target,[]
z_Avoid_61.7,1,12,False,,avoid,non-target,[]
z_Avoid_58,1,10,False,,avoid,non-target,[]
z_Dose 53.3[Gy],1,15,False,,z,non-target,[5]
CTV LN,2,6,False,,PTV/CTV/GTV,target,['TBD']
Avoid 60,3,8,False,,avoid,non-target,[5]
Shoulders,9,9,False,,,non-target,[]
POST Avoid,2,10,False,,avoid,non-target,[5]
Midline Avoid,2,13,False,,avoid,non-target,[5]
CTV60_CBCT,2,10,False,,PTV/CTV/GTV,target,['TBD']
PTV60_CBCT,2,10,False,,PTV/CTV/GTV,target,['TBD']
z_post avoid,5,12,False,,avoid,non-target,[5]
z_AVOID65.3,3,11,False,,avoid,non-target,[]
z_AVOID65.3-HARD,3,16,False,,avoid,non-target,[]
z_ESO_LEV,13,9,False,,z,non-target,[]
z_LUNG_R_NOS,1,12,False,,z,non-target,[]
z_AVOID58.0,1,11,False,,avoid,non-target,[]
z_AVOID58.0-HARD,1,16,False,,avoid,non-target,[]
z_MASKHOLDER,2,12,False,,z,non-target,[]
Encompass,4,9,False,,,non-target,[]
Encompass Base,4,14,False,,,non-target,[5]
Enc Marker C,4,12,False,,,non-target,[5]
Enc Marker L,4,12,False,,,non-target,[5]
Enc Marker R,4,12,False,,,non-target,[5]
z_remove_60,2,11,False,,z,non-target,[]
z_normal95,2,10,False,,z,non-target,[]
z_105out,3,8,False,,z,non-target,[]
z_hs,4,4,False,,z,non-target,[]
z_rem60,4,7,False,,z,non-target,[]
z_45Gyeye_r_remo,1,16,False,,z,non-target,[]
BODY+MASKHOLDER,1,15,False,,,non-target,[]
z_ 30[Gy]remove,1,15,False,,z,non-target,[5]
z_ 62.7[Gy]remov,1,16,False,,z,non-target,[5]
z_normal,4,8,False,,z,non-target,[]
z_rem,1,5,False,,z,non-target,[]
z_QfixTemplate_1,2,16,False,,z,non-target,[]
z_QfixTemplate_2,2,16,False,,z,non-target,[]
z_Temp_Opt_L,1,12,False,,z,non-target,[]
z_ModPTV+eye,1,12,False,,z,target,['TBD']
z_M1PTV_EVAL,1,12,False,,z,target,['TBD']
z_Temp_opt_R,1,12,False,,z,non-target,[]
M1_PTV_Eval_6600,4,16,False,,PTV/CTV/GTV,target,['TBD']
z_ptv+R eye,1,11,False,,z,target,['TBD']
z_remlt eye 45,1,14,False,,z,non-target,[5]
GTVn_R,6,6,False,,PTV/CTV/GTV,target,['TBD']
GTVp_L,1,6,False,,PTV/CTV/GTV,target,['TBD']
PTV_6300-05,1,11,False,,PTV/CTV/GTV,target,['TBD']
z_AvoidRT,1,9,False,,avoid,non-target,[]
z_Avoid_5280,2,12,False,,avoid,non-target,[]
Resident_Parotid,1,16,False,,,non-target,[]
DBS_Battery D,1,13,False,,,non-target,[5]
PTV!_6300,15,9,False,,PTV/CTV/GTV,target,['TBD']
DBS_Wire D,1,10,False,,,non-target,[5]
DBS_Battery_L,1,13,False,,,non-target,[]
BrainStem_PRV03,11,15,False,,,non-target,[]
E-PTV,7,5,False,E-PTV_Ev05_xxxx,PTV/CTV/GTV,target,['TBD']
PTV_Eval_5600,5,13,False,,PTV/CTV/GTV,target,['TBD']
PTV_Eval_6300,1,13,False,,PTV/CTV/GTV,target,['TBD']
SpinalCord_PRV05,13,16,False,,,non-target,[]
CTV_LT_NECK,1,11,False,,PTV/CTV/GTV,target,['TBD']
z_Avoid_6300,8,12,False,,avoid,non-target,[]
z_COVER56,1,9,False,,z,non-target,[]
DBS_Wire D_PRV2,1,15,False,,,non-target,[5]
z_PTV_63 and DS,1,15,False,,z,target,['TBD']
z_PTV_56+DS,1,11,False,,z,target,['TBD']
z_ remove 54,1,12,False,,z,non-target,[5]
z_ Push 53,1,10,False,,z,non-target,[5]
Prosthesis,38,10,True,,,non-target,[]
z_D107,1,6,False,,z,non-target,[]
z_Dose 51.3[Gy],2,15,False,,z,non-target,[5]
z_remove51.3,2,12,False,,z,non-target,[]
z_Dose 105[%],7,13,False,,z,non-target,[5]
z_EyeLT NOS,1,11,False,,z,non-target,[5]
Z_SSB-B,1,7,False,,z,non-target,[]
GTVpet,3,6,False,,PTV/CTV/GTV,target,['TBD']
CTV_High,1,8,False,,PTV/CTV/GTV,target,['TBD']
PTV!_5950,1,9,False,,PTV/CTV/GTV,target,['TBD']
CTV_5950,1,8,False,,PTV/CTV/GTV,target,['TBD']
LN_Neck_R,16,9,False,,,non-target,[]
LN_Neck_L,16,9,False,,,non-target,[]
z_Avoid_Post_BS,3,15,False,,avoid,non-target,[]
z_Ring_5950,2,11,False,,z,non-target,[]
z_AVOID69.3-HARD,6,16,False,,avoid,non-target,[]
z_AVOID69.3,7,11,False,,avoid,non-target,[]
z_63+OPT,2,8,False,,z,non-target,[]
z_63+CORD,2,9,False,,z,non-target,[]
z_70+BS,2,7,False,,z,non-target,[]
z_70+CORD,2,9,False,,z,non-target,[]
z_REMOVE45.0-1,26,14,False,,z,non-target,[]
z_REMOVE53.2-1,14,14,False,,z,non-target,[]
z_EVAL_TRY70,1,12,False,,z,non-target,[]
z_COVER70-1,2,11,False,,z,non-target,[]
z_COVERGTV-1,1,12,False,,z,target,['TBD']
z_REMOVE70.0-1,15,14,False,,z,non-target,[]
z_AVOID65.4-HARD,2,16,False,,avoid,non-target,[]
z_BP_L_OS_MR59.5,2,16,False,,z,non-target,[]
z_BP_R_OS_MR59.5,2,16,False,,z,non-target,[]
z_ESO_OS_MRG_56,3,15,False,,z,non-target,[]
M1_CTV_5950,1,11,False,,PTV/CTV/GTV,target,['TBD']
M1_CTV_6300,7,11,False,,PTV/CTV/GTV,target,['TBD']
M1_PTV!_6300,4,12,False,,PTV/CTV/GTV,target,['TBD']
M1_PTV_6300_Eval,1,16,False,,PTV/CTV/GTV,target,['TBD']
M1_PTV_7000_Eval,1,16,False,,PTV/CTV/GTV,target,['TBD']
M1_PTV!_5950,1,12,False,,PTV/CTV/GTV,target,['TBD']
z_COVERto48,1,11,False,,z,non-target,[]
z_OKto62,1,8,False,,z,non-target,[]
z_PTV_6600,1,10,False,,z,target,['TBD']
z_PTV!_6000,2,11,False,,z,target,['TBD']
z_GTV,1,5,False,,z,target,['TBD']
CTV_primary,1,11,False,,PTV/CTV/GTV,target,['TBD']
CTV_66CT,1,8,False,,PTV/CTV/GTV,target,['TBD']
PTV_66FINAL,1,11,False,,PTV/CTV/GTV,target,['TBD']
PTV!_60_Final,1,13,False,,PTV/CTV/GTV,target,['TBD']
z_PTV!_6000_Eval,2,16,False,,z,target,['TBD']
z_AIR_MOUTH,1,11,False,,z,non-target,[]
GTV pre surgey,3,14,False,,PTV/CTV/GTV,target,['TBD']
z_Remove48Gy,1,12,False,,z,non-target,[]
z_Remove52.8,1,12,False,,z,non-target,[]
z_Remove30,14,10,False,,z,non-target,[]
z_avoid62.7,3,11,False,,avoid,non-target,[]
GTVn ECE,3,8,False,,PTV/CTV/GTV,target,['TBD']
z_rem106,1,8,False,,z,non-target,[]
z_lips hs,1,9,False,,z,non-target,[5]
z_M1PTV6600+60,2,14,False,,z,target,['TBD']
z_rem95,3,7,False,,z,non-target,[]
z_modtest66,2,11,False,,z,non-target,[]
z_modtest60,2,11,False,,z,non-target,[]
z_modtest56,2,11,False,,z,non-target,[]
z_ 62.7[Gyremove,2,16,False,,z,non-target,[5]
z_rem66,7,7,False,,z,non-target,[]
z_46 cord prvrem,2,16,False,,z,non-target,[5]
z_ 95[%]remove,2,14,False,,z,non-target,[5]
z_oravacity_NOS,2,15,False,,z,non-target,[]
z_30[Gy]remove,2,14,False,,z,non-target,[]
z_56cover,2,9,False,,z,non-target,[]
z_rem57,4,7,False,,z,non-target,[]
z_60out-rem,2,11,False,,z,non-target,[]
z_mod5 57[Gy],2,13,False,,z,non-target,[5]
z_rem56,7,7,False,,z,non-target,[]
M2_PTV_6600-05,3,14,False,,PTV/CTV/GTV,target,['TBD']
M2_PTV_6000,2,11,False,,PTV/CTV/GTV,target,['TBD']
M2_PTV_5600,4,11,False,,PTV/CTV/GTV,target,['TBD']
M2_CTV_5600,9,11,False,,PTV/CTV/GTV,target,['TBD']
M2_CTV_6600,3,11,False,,PTV/CTV/GTV,target,['TBD']
M2_CTV_6000,6,11,False,,PTV/CTV/GTV,target,['TBD']
z_M2 PTV_ALL,2,12,False,,z,target,['TBD']
M2_PTV!_5600-05,6,15,False,,PTV/CTV/GTV,target,['TBD']
z_M2PTV66+PTV60,2,15,False,,z,target,['TBD']
z_Ring6600,2,10,False,,z,non-target,[]
M2_PTV!_6000-05,4,15,False,,PTV/CTV/GTV,target,['TBD']
z_CTV_all,3,9,False,,z,target,['TBD']
z_ESO_OS_MRG_66,3,15,False,,z,non-target,[]
BODY-BOLUS,1,10,False,,,non-target,[]
Bolus_3D,1,8,False,,,non-target,[]
z_PTVall,6,8,False,,z,target,['TBD']
z_temp,4,6,False,,z,non-target,[]
z_Dose 66.5[Gy],3,15,False,,z,non-target,[5]
z_Dose 60[Gy],3,13,False,,z,non-target,[5]
z_Dose 45[Gy],6,13,False,,z,non-target,[5]
z_remove,10,8,False,,z,non-target,[]
z_temp eye,1,10,False,,z,non-target,[5]
z_PTV+brain,1,11,False,,z,target,['TBD']
z_in between,1,12,False,,z,non-target,[5]
z_ESO_OS_MRG,3,12,False,,z,non-target,[]
LN_Neck_234_L,1,13,False,,,non-target,[]
LN_Neck_IA6,1,11,False,,,non-target,[]
LN_Neck_234_R,1,13,False,,,non-target,[]
LN_Neck_III_L,1,13,True,,,non-target,[]
LN_Neck_III_R,1,13,True,,,non-target,[]
LN_Neck_IV_L,1,12,True,,,non-target,[]
LN_Neck_IV_R,1,12,True,,,non-target,[]
LN_Neck_II_L,1,12,True,,,non-target,[]
LN_Neck_II_R,1,12,True,,,non-target,[]
LN_Neck_VIIAB_L,1,15,False,,,non-target,[]
LN_Neck_VIIAB_R,1,15,False,,,non-target,[]
z_cover53.2,2,11,False,,z,non-target,[]
PET,2,3,False,,,non-target,[]
MRI,2,3,False,,,non-target,[]
GTVtotal,2,8,False,,PTV/CTV/GTV,target,['TBD']
zPTV7000+PTV5600,2,16,False,,PTV/CTV/GTV,target,['TBD']
z_remove4,4,9,False,,z,non-target,[]
M2_PTV!_5600,4,12,False,,PTV/CTV/GTV,target,['TBD']
z_M2_PTV_ALL,2,12,False,,z,target,['TBD']
z_covergtv,2,10,False,,z,target,['TBD']
zDensityOverrid,2,15,False,,,non-target,[]
z_ 106.5[%],2,11,False,,z,non-target,[5]
z_106,2,5,False,,z,non-target,[]
z_Remove54,2,10,False,,z,non-target,[]
z_54remove,1,10,False,,z,non-target,[]
Bolus-3D,1,8,False,,,non-target,[]
Body-bolus,1,10,False,,,non-target,[]
z_temp optics,5,13,False,,z,non-target,[5]
z_PTV+OPT,1,9,False,,z,target,['TBD']
z_ 50[%],1,8,False,,z,non-target,[5]
z_ cover51,1,10,False,,z,non-target,[5]
z_hs1,1,5,False,,z,non-target,[]
z_rem54,2,7,False,,z,non-target,[]
GTVprimary,1,10,False,,PTV/CTV/GTV,target,['TBD']
GTV_Node,1,8,False,,PTV/CTV/GTV,target,['TBD']
z_Dose 75.6[Gy],1,15,False,,z,non-target,[5]
z_Dose 75[Gy],1,13,False,,z,non-target,[5]
CTV50,2,5,False,,PTV/CTV/GTV,target,['TBD']
PTV50,2,5,False,,PTV/CTV/GTV,target,['TBD']
Optic_App,2,9,False,,,non-target,[]
Optic_App_PRV,9,13,False,,,non-target,[]
PTV2p,2,5,False,,PTV/CTV/GTV,target,['TBD']
PTV2n,2,5,False,,PTV/CTV/GTV,target,['TBD']
PTV50_Opt,2,9,False,,PTV/CTV/GTV,target,['TBD']
PTV70+Optics,2,12,False,,PTV/CTV/GTV,target,['TBD']
FRONAL_AVOID,2,12,False,,avoid,non-target,[]
Chiasm_PRV,4,10,False,OpticChiasm_PRV,,non-target,[]
OpticNerve_L_PRV,6,16,False,,,non-target,[]
OpticNerve_R_PRV,6,16,False,,,non-target,[]
CTV70p,4,6,False,,PTV/CTV/GTV,target,['TBD']
CTV70n,5,6,False,,PTV/CTV/GTV,target,['TBD']
z_AvoidLow,1,10,False,,avoid,non-target,[]
z_Remove66p5,1,12,False,,z,non-target,[]
MOD1_GTV70,1,10,False,,PTV/CTV/GTV,target,['TBD']
DENSITY_OVRD_MOD,1,16,False,,,non-target,[]
Parotid L NOS,6,13,False,,nos,non-target,[5]
Parotid R NOS,6,13,False,,nos,non-target,[5]
opt_Ring_70,5,11,False,,,non-target,[]
opt_Ring_Avoid,3,14,False,,avoid,non-target,[]
opt_Ring_63,3,11,False,,,non-target,[]
opt_Ring_56,5,11,False,,,non-target,[]
OralCavity NOS,6,14,False,,nos,non-target,[5]
opt_Middle_Avoid,5,16,False,,avoid,non-target,[]
opt_Post_Avoid,5,14,False,,avoid,non-target,[]
Density_Override,7,16,False,,,non-target,[]
Contra_Parot,7,12,False,,,non-target,[]
Ipsi_Parot,7,10,False,,,non-target,[]
opt_CTV56_crop03,3,16,False,,PTV/CTV/GTV,target,['TBD']
opt_CTV63_crop03,3,16,False,,PTV/CTV/GTV,target,['TBD']
GTV_interm nodes,3,16,False,,PTV/CTV/GTV,target,['TBD']
opt_CTV70_crop03,3,16,False,,PTV/CTV/GTV,target,['TBD']
opt_PTV56_Avoid,3,15,False,,avoid,target,['TBD']
opt_PTV56_cover,3,15,False,,PTV/CTV/GTV,target,['TBD']
MOD_CTV_5600,3,12,False,,PTV/CTV/GTV,target,['TBD']
MOD_PTV_5600,3,12,False,,PTV/CTV/GTV,target,['TBD']
old_CTV_5600,3,12,False,,PTV/CTV/GTV,target,['TBD']
old_PTV_5600,3,12,False,,PTV/CTV/GTV,target,['TBD']
PTV56_opt,2,9,False,,PTV/CTV/GTV,target,['TBD']
PTV60opt,2,8,False,,PTV/CTV/GTV,target,['TBD']
BRACHIA_PLEX_NOS,1,16,False,,nos,non-target,[]
Mandible_opt,1,12,False,,,non-target,[]
avoid,3,5,False,,avoid,non-target,[]
BODY + Frame,3,12,False,,,non-target,[5]
z_Dose 50[%]_C1,4,15,False,,z,non-target,[5]
z_REMOVE70.0-2,2,14,False,,z,non-target,[]
z_BoneMand NOS,2,14,False,,z,non-target,[5]
POST AVOID2,1,11,False,,avoid,non-target,[5]
GTV SUGGSTION FC,1,16,False,,PTV/CTV/GTV,target,['TBD']
INCLUDE ON CTV?,1,15,False,,PTV/CTV/GTV,target,['TBD']
MIDDLE 57,2,9,False,,,non-target,[5]
AVOID 70,1,8,False,,avoid,non-target,[5]
Avoid 50Gy,6,10,False,,avoid,non-target,[5]
z_OralCavity_Nos,1,16,False,,z,non-target,[]
z_Avoid_Post_Inf,3,16,False,,avoid,non-target,[]
z_Middle Avoid,1,14,False,,avoid,non-target,[5]
z_Dose 66[Gy],4,13,False,,z,non-target,[5]
z_Bone_MandNOS,9,14,False,,z,non-target,[]
Optic App,2,9,False,,,non-target,[5]
Optic PRV,2,9,False,,,non-target,[5]
Density override,6,16,False,,,non-target,[5]
CHIASMA PRV3,2,12,False,,,non-target,[5]
OPTIC_L_PRV3,2,12,False,,,non-target,[]
OPTIC_R_PRV3,2,12,False,,,non-target,[]
PTV70_OPT 5MM,1,13,False,,PTV/CTV/GTV,target,['TBD']
MIDDLE INF,1,10,False,,,non-target,[5]
PTV70_OPT3MM,1,12,False,,PTV/CTV/GTV,target,['TBD']
remove 60,1,9,False,,,non-target,[5]
remove 55,1,9,False,,,non-target,[5]
MOD1 PTV70_OPT,1,14,False,,PTV/CTV/GTV,target,['TBD']
MOD1 PTV+OPTIC,1,14,False,,PTV/CTV/GTV,target,['TBD']
GTV lt neck,2,11,False,,PTV/CTV/GTV,target,['TBD']
GTV n+p,2,7,False,,PTV/CTV/GTV,target,['TBD']
CTV70 GS,2,8,False,,PTV/CTV/GTV,target,['TBD']
CTV70 lt neck,2,13,False,,PTV/CTV/GTV,target,['TBD']
AVOID 56GY,2,10,False,,avoid,non-target,[5]
AVOID 60GY,2,10,False,,avoid,non-target,[5]
post avoid 2,2,12,False,,avoid,non-target,[5]
remove 66,3,9,False,,,non-target,[5]
remove 30,2,9,False,,,non-target,[5]
CT BODY,1,7,False,,,non-target,[5]
OpticApperatus,1,14,False,,,non-target,[]
SpinalCord_PRV3,8,15,False,,,non-target,[]
DENSITY_OVERRIDE,1,16,False,,,non-target,[]
MOD1_PTV6000,1,12,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV5600,1,12,False,,PTV/CTV/GTV,target,['TBD']
MOD1_CTV6000,1,12,False,,PTV/CTV/GTV,target,['TBD']
MOD1_CTV7000,1,12,False,,PTV/CTV/GTV,target,['TBD']
MOD1_CTV5600,1,12,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV7000,1,12,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV60+PTV70,5,16,False,,PTV/CTV/GTV,target,['TBD']
Avoid64Gy,2,9,False,,avoid,non-target,[]
Brachial pl over,3,16,False,,,non-target,[5]
PTV70+Overlap64,3,15,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV70+OL64,1,15,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV70_OPT,2,14,False,,PTV/CTV/GTV,target,['TBD']
Prosthesis_LArm,1,15,False,,,non-target,[]
z_Ring 0.7,1,10,False,,z,non-target,[5]
z_Lips NOS,2,10,False,,z,non-target,[5]
z_Mndible OS,1,12,False,,z,non-target,[5]
z_Dose 74[Gy],1,13,False,,z,non-target,[5]
z_Dose 50[%],7,12,False,,z,non-target,[5]
z_Dose 80[%],7,12,False,,z,non-target,[5]
z_Dose 108[%],3,13,False,,z,non-target,[5]
z_Dose 106[%],4,13,False,,z,non-target,[5]
ctv60g,2,6,False,,,target,['TBD']
DENSITY OVER,5,12,False,,,non-target,[5]
DENSITY OVERRITE,2,16,False,,,non-target,[5]
remove 50,1,9,False,,,non-target,[5]
middle 50,1,9,False,,,non-target,[5]
MIDDLE AVOID2,1,13,False,,avoid,non-target,[5]
middle 3,1,8,False,,,non-target,[5]
MOD1_PTVALL,1,11,False,,PTV/CTV/GTV,target,['TBD']
ESOPHAGUS_2cm,1,13,False,,,non-target,[]
LIPS AVOIDANCE,1,14,False,,avoid,non-target,[5]
Lips Avoidance,2,14,False,,avoid,non-target,[5]
Lens_L PRV,1,10,False,,,non-target,[5]
Lens_R PRV,1,10,False,,,non-target,[5]
PTV_OPT,3,7,False,,PTV/CTV/GTV,target,['TBD']
HIPPOCAMPUS_RT,1,14,False,,,non-target,[]
HIPPOCAMPUS_LT,1,14,False,,,non-target,[]
Density,1,7,False,,,non-target,[]
Dose 75[Gy],12,11,False,,,non-target,[5]
avoid 30gy,2,10,False,,avoid,non-target,[5]
BODY_CBCT,2,9,False,,,non-target,[]
zCavity_Oral_NOS,4,16,False,,nos,non-target,[]
z_Ring_AVOID,6,12,False,,avoid,non-target,[]
z_Mod1_PTV_All,2,14,False,,z,target,['TBD']
Cavity_Oral-PTVs,2,16,False,,PTV/CTV/GTV,target,['TBD']
z_MOD1 Ring,2,11,False,,z,non-target,[5]
opt_Post_Avoid_2,2,16,False,,avoid,non-target,[]
z_Density_over,3,14,False,,z,non-target,[]
z_GTV FP1,1,9,False,,z,target,['TBD']
z_GTVn FP1,1,10,False,,z,target,['TBD']
z_GTVp FP1,1,10,False,,z,target,['TBD']
z_CTV_5600 FP1,1,14,False,,z,target,['TBD']
Z_CTV_7000 FP1,1,14,False,,z,target,['TBD']
z_M1_CTV_7000,1,13,False,,z,target,['TBD']
z_M1_CTV_5600,1,13,False,,z,target,['TBD']
z_M1_PTV_7000-05,1,16,False,,z,target,['TBD']
z_M1PTV!_5600-05,1,16,False,,z,target,['TBD']
bodyCT,2,6,False,,,non-target,[]
bodyCBCT,2,8,False,,,non-target,[]
skin,1,4,False,Skin,casing,non-target,[4]
z_CBCT_body,1,11,False,,z,non-target,[]
z_Avoid_Post nec,2,16,False,,avoid,non-target,[5]
z_Remove73,2,10,False,,z,non-target,[]
z_Remove63,5,10,False,,z,non-target,[]
z_PTV_6000_INF,3,14,False,,z,target,['TBD']
z_PTV 7000SUPori,2,16,False,,z,target,['TBD']
z_PTV 6000SUPori,2,16,False,,z,target,['TBD']
z_PTV 7000_SUP,2,14,False,,z,target,['TBD']
z_PTV 6000 SUP,2,14,False,,z,target,['TBD']
z_PTV AND OPTIC,2,15,False,,z,target,['TBD']
z_PTV S SUP,2,11,False,,z,target,['TBD']
z_Ring_54 sup,2,13,False,,z,non-target,[5]
z _Lens_PRV_L,2,13,False,,,non-target,[5]
z _Lens_PRV_R,2,13,False,,,non-target,[5]
z_Remone  54,2,12,False,,z,non-target,[5]
z_remove 66-1,2,13,False,,z,non-target,[5]
z_remove 66-2,2,13,False,,z,non-target,[5]
z_remove 66-3,2,13,False,,z,non-target,[5]
z_remove 66-4,2,13,False,,z,non-target,[5]
z_remove 66-5,2,13,False,,z,non-target,[5]
z_Dose 25[Gy],1,13,False,,z,non-target,[5]
z_Dose 74.9[Gy],2,15,False,,z,non-target,[5]
Spc_Retrophar_L2,1,16,False,,,non-target,[]
Spc_Retrophar_R2,1,16,False,,,non-target,[]
z_DensityOverrid,17,16,False,,z,non-target,[]
z_Temp 10mm,1,11,False,,z,non-target,[5]
z_Avoid_MIDDLE 1,1,16,False,,avoid,non-target,[5]
z_Middle 54,1,11,False,,z,non-target,[5]
z_Temp BS 7mm,1,13,False,,z,non-target,[5]
z_PTV54 AND OPTI,1,16,False,,z,target,['TBD']
z_Temp PTVSup 70,1,16,False,,z,target,['TBD']
z_Temp PTVSup60,1,15,False,,z,target,['TBD']
z_PTV_7000_SUP,1,14,False,,z,target,['TBD']
z_PTV_6000_SUP,1,14,False,,z,target,['TBD']
GTV_7000,10,8,False,,PTV/CTV/GTV,target,['TBD']
GTV_6400,5,8,False,,PTV/CTV/GTV,target,['TBD']
CTV_6400,4,8,False,,PTV/CTV/GTV,target,['TBD']
PTV_6400-05,3,11,False,,PTV/CTV/GTV,target,['TBD']
zPTV70+64+60,1,12,False,,PTV/CTV/GTV,target,['TBD']
z_Ring_6400,3,11,False,,z,non-target,[]
z_PTV70+64,1,10,False,,z,target,['TBD']
CTV64fc,1,7,False,,PTV/CTV/GTV,target,['TBD']
z_HighDensity,1,13,False,,z,non-target,[]
M1_PTV_6400-05,2,14,False,,PTV/CTV/GTV,target,['TBD']
M1_CTV_6400,3,11,False,,PTV/CTV/GTV,target,['TBD']
z_avoid 35gy,2,12,False,,avoid,non-target,[5]
z_avoid64,2,9,False,,avoid,non-target,[]
z_avoid60,3,9,False,,avoid,non-target,[]
z_avoid56,3,9,False,,avoid,non-target,[]
z_remove66,7,10,False,,z,non-target,[]
z_remove61.6,3,12,False,,z,non-target,[]
z_remove53.2,5,12,False,,z,non-target,[]
z_remove50,8,10,False,,z,non-target,[]
z_Avoid_6160,1,12,False,,avoid,non-target,[]
z_ORAL_CAV_NOS,2,14,False,,z,non-target,[]
GTV_N,3,5,False,,PTV/CTV/GTV,target,['TBD']
GTV_P,1,5,False,,PTV/CTV/GTV,target,['TBD']
CTV_N,4,5,False,,PTV/CTV/GTV,target,['TBD']
CTV_P,1,5,False,,PTV/CTV/GTV,target,['TBD']
GTV P and N,1,11,False,,PTV/CTV/GTV,target,['TBD']
z_Avoid_61.6,23,12,False,,avoid,non-target,[]
z_Avoid_66.0HARD,7,16,False,,avoid,non-target,[]
z_BM_NOS,7,8,False,,z,non-target,[]
z_BP_OS_MARG,1,12,False,,z,non-target,[]
z_THYR_NOS,3,10,False,,z,non-target,[]
z_Dose 48[Gy],5,13,False,,z,non-target,[5]
z_REMOVE66.0-6,2,14,False,,z,non-target,[]
z_Avoid_65,2,10,False,,avoid,non-target,[]
z_Middle 56,1,11,False,,z,non-target,[5]
z_ Remove 76,1,12,False,,z,non-target,[5]
z_ Remove 66,2,12,False,,z,non-target,[5]
GTV_Primary,4,11,False,,PTV/CTV/GTV,target,['TBD']
CTV_Primary,2,11,False,,PTV/CTV/GTV,target,['TBD']
CTV_P_6000,2,10,False,,PTV/CTV/GTV,target,['TBD']
z_AVOID_66.0,3,12,False,,avoid,non-target,[]
z_COCH_R_NOS,2,12,False,,z,non-target,[]
z_COCH_R_OS_MARG,2,16,False,,z,non-target,[]
z_BRAIN_OS,3,10,False,,z,non-target,[]
z_BP_RT_OS_MARG,2,15,False,,z,non-target,[]
z_BP_LT_OS_MARG,2,15,False,,z,non-target,[]
body_CT,2,7,False,,,non-target,[]
body_CBCT,1,9,False,,,non-target,[]
z_temp brainst,2,14,False,,z,non-target,[5]
